,model_0,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8,model_9,model_10,model_11,model_12,model_13,model_14,model_15,model_16,model_17,model_18,model_19
0,5.431243100726308,5.653116856719407,5.217852590095506,5.373506843396574,5.261164975577732,5.606671006802912,5.043233389089467,5.262493600881006,5.149328207391719,5.066689053486078,5.323903271019499,5.3919930142378645,5.44018085987868,5.3381833005020045,5.804924548404484,5.558635864618669,5.438318644742706,5.772143218449122,5.501273891418287,5.633634584184128
1,5.516551986495533,5.543645393435609,5.615558200765671,5.42539824343799,5.28007046357741,5.315587423196355,5.2783804463463335,5.262685721593728,5.442616561875871,5.216188023997075,5.1342359424226816,5.454308984156977,4.954788565888892,5.097800990772894,5.3829460404493705,5.512994651508592,5.234783514196746,5.10454726356767,5.3576772691430445,5.454640785338981
2,7.672997394819959,7.633831422587194,7.721033572327777,7.380925057260837,7.847100211417927,7.653347791156037,7.148202620342374,7.364204141800589,7.483775952929193,7.445689461094826,7.668409676634556,7.67375181597082,7.521298461955619,7.454902903627277,7.561330040243101,7.6607985559645275,7.768818015035307,7.881738136011604,7.529729210472621,7.562426125450543
3,5.718784594532389,6.13998855000777,5.959523218413381,5.899686309449638,5.714397255458735,5.793606067609227,5.529325862557999,5.83153094987266,5.631266111769575,6.147479599152772,5.967572286273615,5.770508136552389,5.991511825639435,5.746030578774896,5.72526151522958,5.620993476166742,5.562602447146524,6.094183439843194,5.507275835654289,5.945401798680571
4,5.306372518569372,5.654778335502076,5.508225408183648,5.329128180135852,5.6076392061686775,5.564615443864991,5.443509706533855,5.362882268852659,5.824867862138843,5.379994804284536,5.324420358210666,5.653892229735558,5.62031969684718,5.624408430926251,5.14436533714953,5.360851065452776,5.542515816593986,5.536475150014941,5.648112053104253,5.56124211835019
5,5.723251854059098,5.483922385946887,5.77373502259641,5.695976999808087,5.7902594626973,5.7086141868565115,5.632076730407588,5.454588793675466,5.4708767556304885,5.609570873942813,5.824921187650225,5.65258143899165,5.529676120610564,5.5241630779032525,5.486317556602192,5.5463023480588,5.850553322211873,5.585422834344385,5.44751452919506,5.125955676335151
6,3.0254292131293736,3.2788818142189617,3.157915445704824,2.8669366773777893,2.9815199502989924,3.033726130025531,2.9427145717195162,2.9137079751630575,3.381851919246789,3.15195952667005,3.2384995529035865,3.140898314875482,2.700660953328215,3.223153388665395,3.1862741682542275,2.9749464756617003,3.062680241492708,3.174969452048644,3.184271495397698,3.207144110013244
7,4.572270948898843,4.570892240461431,4.785779219208955,4.479327202939954,4.649156910872934,4.452215067949798,4.353948914124627,4.097393981537242,4.335045258613589,4.3538473640603605,4.574992747962758,4.640427708436732,4.340358266876359,4.5800236608580445,4.031254487406783,4.424591363319777,4.640795570713861,4.475326850838535,4.398397353481753,4.6078148987790115
8,5.759973802099053,5.887919950808355,6.122262783192813,5.638033916378891,5.613434913949304,6.066934110326136,5.74004339036325,5.789454066283723,5.917317442892664,5.699639666482366,5.837230739446868,5.858556337313604,5.898076654103747,5.878245178776403,5.808496330330554,5.80410011732884,6.028267545093855,5.735133954186114,5.864908565824461,5.7850419382428075
9,5.729807598765574,5.530188384994965,5.784029227376765,5.492896312034112,5.7342181712746285,5.302916578955551,5.09535574495562,6.264781319202642,5.703103579548037,5.291509320986629,5.546002146244417,5.315560933161722,5.4196137882878155,5.361163335532053,5.439808653167358,5.269953421145859,5.639387872936104,5.672240310110791,5.409272743253741,5.323825682844655
10,6.382191569382995,5.921039817328508,5.974453186740991,5.841655729733892,6.044438148659147,6.492878830849564,6.22364355928151,5.91861217897493,6.139733198230493,6.010973346680644,6.210394031808976,5.9970645307092365,6.1598495336263674,5.898179976058112,6.105062766098284,6.294416276376258,5.992061590529367,6.097745064478258,6.140260247287044,6.024993666439196
11,7.3921398237204485,7.446625216058338,7.485576914559335,7.34087694105561,7.367327539608107,7.35342679855915,7.4006247719356475,7.23681049563271,7.304866239123317,7.250165996169201,7.560168924560635,7.498046191320926,7.353144382270994,7.104501462921217,7.373321850325132,7.626245645058281,7.226793753848467,7.333910178667072,7.45932504338704,7.671769473797525
12,6.167200162198272,6.266519933434155,6.164628472930879,6.306133761754015,6.510401399605064,5.880132785823532,5.923223078653853,6.253769196357228,5.554881846967882,6.420985114156822,6.136777726348864,6.499203231805959,5.970953845675012,6.111047407291176,6.296417546179035,6.4693502346122225,6.439254943156834,5.96653042349949,5.969865969835901,6.548876061023669
13,6.755327318281048,6.53865830584768,6.527719486874265,6.859330600325158,6.465834484660582,6.597007539516758,6.540353627634515,6.5756494373362315,6.122340584439272,6.724256501953483,6.64022490241172,6.437446962726169,6.850933705761239,6.757580252697302,7.067792631706808,6.464673488414691,6.600577785994416,6.672820019723838,6.6080358849205005,6.426656066460927
14,7.050744975551143,7.732436408036767,7.294905799945145,7.300503921435716,7.183966020801282,7.095626847847343,7.339432680588889,7.3292430080005815,7.496382183973765,7.483208610923422,7.316802789700205,7.446440309014749,7.376192106903842,7.197638995618432,7.4526625986000985,7.671199702126522,6.961352995038557,7.683250708848659,7.413260897536091,7.155228949068521
15,4.594868411492332,4.277246993297848,5.0918278200448555,4.569996233035748,4.679147321136438,4.5204986142041035,4.609319193507301,5.031116638663432,4.9157687223109985,4.805029173595389,5.16565172952213,5.4190187621144625,4.628191242763439,5.325654758250435,5.175591342039929,4.874704447285805,4.842093039973081,4.64187354997774,5.001328360734111,4.381010163184927
16,7.501298381597746,7.584041629458892,7.343488697353265,7.063818356938377,6.908379552205254,6.7236238441103655,7.323083335660696,7.228994847107598,7.301602131489963,7.57922672405029,7.146318156467457,7.003218819884417,6.934092111065696,7.014190953059362,7.254053429791901,7.393717909195153,7.076609985431644,7.350558591723642,7.2699115237031435,6.979743007038318
17,8.993142679859186,8.697684956800718,8.947126540459722,8.977967043653084,8.921225974396469,9.388794336716543,8.86556489523388,8.614638908220396,9.144657982635099,8.775827155519572,9.221235956869386,8.931359190278867,8.965828423088336,8.99106118223893,9.351169173355641,8.86394804086478,9.227934893908149,8.870244416608367,8.940906391017235,9.077385909994462
18,7.260121443660986,7.019788018531253,7.242917532041949,7.351600230441234,6.732140101398974,7.12448596050816,7.371908666215772,6.787064427413597,6.974762860241732,6.843965072400959,7.110723889548339,7.263476829629928,7.010605691239828,6.920073976124163,7.101899099251788,6.67300916639797,7.063502803609916,7.471362913832895,6.687068043236292,6.7902210979086695
19,7.385612476112018,7.434952608856846,8.05341114880684,7.694677868058949,7.095625727177806,7.038408398212463,7.520907689305435,7.457077311301281,7.508926868749851,7.774761074526754,7.634470296916294,7.192515989764591,7.617476883320954,7.569101936260722,8.167552317494458,7.448376281092369,7.389156523119778,8.010430413294838,7.096440382297171,7.668894075100133
20,8.74002748888228,8.250325148702997,8.395084749777531,8.398738515399405,8.124486413375106,8.241415175710117,8.155698795772748,8.66181655795574,8.496858900344485,8.368201310082657,8.312375807957448,8.515787776870578,8.54621069672466,8.239336221570554,8.462669212845675,8.553189157598819,8.522012774539562,8.442383794273326,8.639675667729968,8.371227417637549
21,6.631466500711902,6.570949960093678,6.536676023625478,6.552719084596214,6.916369606138098,7.143459209345835,6.693049170131607,6.55274442297792,6.832525103201103,6.741151908480246,7.032506108406331,6.555120815329376,6.494608360809136,7.050902850488037,6.499641876096567,6.773949939505872,6.960723665516808,6.1496336964343286,6.448489559686507,6.8874773165402985
22,8.02513618922842,7.702919371047125,8.480784474410017,8.102493825050963,8.33892754911155,8.496142617346845,8.023748806198865,8.0438628170204,7.802378400476746,7.976452575051398,8.467656301998714,8.101043580940745,8.147212107301305,7.985849724534448,8.260872417388889,8.546543191981861,8.278272342648844,8.633491503351806,8.321571696871127,8.24924394945995
23,7.196775631477783,6.67496793556856,6.900512903805944,6.846076993308934,6.9430411146668,7.121829129530193,6.819216168445694,6.98239093074387,6.847142508251066,7.388534956703834,6.851870992499938,6.75608627057609,7.3394938511919925,6.921132026784284,6.884430319582441,7.028037978208568,6.939565844555965,6.636036304819566,7.110548232080076,7.108973567204413
24,4.97198428216034,4.59967889564707,4.908873379902386,4.851202691888059,4.882231559409183,4.754932117327545,4.580410535869463,4.952667193498267,4.522964082628755,4.867863333970655,4.747618186497005,4.704736152812856,4.923874076694687,5.092218275159077,4.295752299704326,4.896201046166069,4.8050688258311105,4.888672193254342,4.7099249001483265,5.0899391003159895
25,6.431094527558113,6.333377053935157,5.93777181708249,6.033457200848348,6.17324991879082,6.16789661872868,6.174102135837536,6.114190291047378,6.240887450526107,6.174662654936601,6.127510474187635,6.346032404227502,6.481625248709582,6.121026363741324,6.387014389583172,6.220376393678457,6.063570390381605,6.188035773581223,6.257795514093628,5.9660379909232635
26,7.9447530050184625,7.238406625946309,7.560009305882471,7.697267167307688,7.592326851967309,7.755207073895662,7.52622343582897,7.467721548365577,7.632242459881944,7.655836105989593,7.707322674375769,7.695613217044114,7.8744006469102334,7.574777667412992,7.711496402960387,7.471630844627145,7.72967170604325,7.807836796779591,7.774831300554881,7.588142319071216
27,5.083721292909255,5.032562576817014,4.777405261756824,4.509456456317567,4.763159028063482,4.8285280792507965,4.791573877881676,5.305081075881274,4.954196001613919,4.830907807045457,5.328711055437829,4.782561595103674,4.6587906100803185,4.539885571364879,4.471151169923104,5.015280794890308,4.515628723055174,5.140783347726133,4.645706457325559,5.087512878469412
28,5.502155378775028,5.1925325245981195,5.4815613331467565,5.371879048582295,5.324334752738205,5.358161246395204,5.031446841598116,5.618147453619589,5.515885724632932,5.946044344042191,5.64343800682005,5.200134139066485,5.118022080967788,5.641688915903693,5.501346895945314,5.567354164787226,5.372190694749037,5.592421724836186,5.6982190826704295,5.553520773384871
29,6.939370462409062,6.732355548547595,6.824439370936794,6.894207788060875,6.855924027039597,6.901031988023336,6.302464849977447,6.7843458721342,6.999485485593681,6.928523762471401,6.996320486168312,6.859373063147287,6.851507081371464,6.721850163795196,6.779939015664361,6.818738650813325,6.768898413661292,6.763874215772076,6.659544206646311,6.778814350422467
30,4.091729530323703,4.184377334612982,4.471329831568925,3.8940414231273435,4.1790490220275895,3.933647405186636,3.858896789924185,4.180619823703019,3.853281987518584,4.022573684452185,4.322885260548846,4.136185791688767,4.240228683113315,4.194966760854974,3.7931523189137426,4.491173670094817,4.48885810317428,4.121938951220379,4.278639089872863,4.058369119057422
31,5.162479301020712,4.946741292257624,5.18555840822904,5.2457755437740845,4.911379807648975,5.641353764829798,4.932999078856392,5.375973930765397,4.652035002968962,5.259479793424397,5.031668886517094,5.33723645574756,4.92453243804583,4.941502002029941,5.187690650588034,5.143270190061859,4.89273704640139,5.341365064023172,5.0137660281565335,4.903087036258404
32,5.7079093233595195,5.876781416730191,5.945252655786659,5.7415428001169175,5.844483986067865,5.869911570003279,5.746194796051494,5.639251933828213,5.6649687931868655,5.572680412486503,5.598169409005737,5.854592053411401,5.477771869564998,5.4657527096086085,6.109003843671738,5.4407816915633145,6.0547014356752324,5.726150332394128,5.6452843032955204,5.361038621989712
33,5.87900671978033,5.81195521788568,5.939044049495422,5.852373505389391,6.164535965237013,5.806949782641791,5.8247171089814564,5.787670276499239,5.93446742420605,5.8900636741542245,6.067878622703235,5.9565206075236095,5.774696327942776,5.984637304303737,6.016624735813591,5.6429462019475825,5.9715160304600285,5.938319744000257,5.946756382974645,5.880266269593728
34,5.7823300671767015,5.632723243526877,5.873903125122713,5.738980856877156,5.653807642859432,5.924493933155258,5.534261124675619,5.853074394298801,5.808342701596516,6.012120115387042,5.568060192372991,6.050864673385035,5.428927915725934,5.903222892892293,5.891626158738328,6.066197627674702,5.963783532051046,5.56747890561099,5.702451037050761,5.684625541612926
35,7.3360739739454495,7.484164708920872,7.2412963477144165,7.366124205066327,7.408213329115934,7.561112028148893,6.968879241385949,7.617756549749917,7.268962464597072,7.390194987069959,7.1659274089378435,7.316560371286823,7.085437734144081,7.208339428716096,7.28178678996518,7.2984395172303635,7.4915086270741655,7.295958168118236,7.115391164701428,7.429400355741368
36,6.344871324181064,6.16669611688055,6.052076194771169,5.973896134364152,6.20993055003583,5.880785744279759,5.971490348325195,6.28525756776617,6.2208818501541465,6.404704293794462,6.061652689169078,5.841771179974346,5.852151531036714,5.939176267713779,6.014520707698656,6.548174013880027,6.34251699258177,6.402850849802888,6.07345592309594,5.908249442657408
37,7.429028645413844,7.6574574592987235,7.488652552410741,7.8238134368789645,7.374455112376598,7.692991015673985,7.388261960464865,7.2936618653473095,7.9564281661647955,7.92297491263642,7.534820988456238,7.658043402436665,7.177613511885116,7.446542445300598,7.509086302465134,7.636403104912752,7.769205101981705,7.498218254961524,7.202742638351928,7.9509160632917
38,10.446983440429728,10.523159041765048,10.552853481836497,10.06570335955254,10.428978615185457,10.308349494551857,10.33210904250772,10.085719601932768,10.691166149163022,10.437070212489722,10.517090001243064,10.113847141944767,10.414489090279641,10.475741266232717,10.51185596455863,10.544897252126814,10.529642811857263,10.146497427086643,10.132521402189782,10.208260189710739
39,2.999540405125736,2.846764152350352,2.999290732904773,2.5510906026435203,2.9130669002556377,2.7304682731929093,2.7738963027383425,2.8220530084342856,2.7390925049907504,2.980746210570664,2.618690286064527,2.9622030823109453,2.6225904810702474,3.198660626533494,2.559186885397228,3.0855888926830453,3.1642172971168154,3.007884955659134,3.255256945189837,2.8890525831988496
40,6.72528988911146,6.48927304366744,6.484909593275614,6.270926389982401,6.364112738740522,6.489552632428381,6.5348892044703675,6.579498188492652,6.299674207610325,6.283326457198495,6.44322686189374,6.286350959728501,6.444675912068895,6.567340960093524,6.378872984023115,6.523465334284098,6.48351507354729,6.597174443661182,6.17221082650476,6.497422133321434
41,7.815375044077929,7.482972373171632,7.137349736339482,7.451190485863299,8.024531812945463,7.954428168414352,7.6160951410310265,7.532611319480974,7.867056818821652,7.715936557845027,7.3939834383851135,7.69486149201196,7.51090513152872,7.6599247163497175,7.329485755938003,7.524913217371769,7.381712982502313,7.959096731878633,7.612121228810931,8.013983568698421
42,4.134794719976391,4.284073307734363,4.025437732177124,4.0727588912542405,3.931553283319067,4.199080247411721,4.042353512495894,4.125625262192667,4.005803523164876,4.0379983216874,4.2233366223371185,4.264301636025169,4.435275871091168,4.044576269999567,3.9169824077308784,4.157708254166562,4.074325682666339,4.096917909654277,3.986407623535036,4.389811364860403
43,4.225743227064137,4.190092664979561,4.0376441530827645,4.0555438889081605,4.077055002195205,4.236460640309173,4.077413860647345,4.0483924131065905,4.131880600815588,4.1783428777245355,4.050035105413628,4.198861343248158,4.080519125349008,4.1163484835243,3.9089338048942333,4.1074990709310875,4.201085623447546,4.094924816304773,4.108893678714198,4.05797232214945
44,6.598403670601154,6.66798059927198,6.713109136643311,6.558510686707503,6.650821630921622,6.192844557264556,6.341869346846943,6.612813180279036,6.474823875833619,6.842064405043315,6.241515979386572,6.738230711866308,6.5389332188384675,6.721322455691503,6.396933884975821,6.322446357726262,6.7828891537036,6.7718078678442275,6.368512244284075,6.438144910555483
45,5.339360138084068,5.704873839514233,5.4809415884459955,5.34032109438335,5.100562428622778,5.006519796211592,5.004040896336583,5.131591964911522,5.647334829896958,5.516075891923172,5.305795648663805,5.131011912423059,4.771407338706064,5.32017829171871,5.106139796612444,5.282866242543873,5.493361982867395,5.602416739662081,5.333970564758625,5.580733320288192
46,5.080571400220666,4.7242454629882005,4.656739969470495,4.643801152012721,4.59395854956033,4.374793084717277,4.6235683085948915,4.642129993927949,4.854316558193772,4.351117411227998,4.606492110343826,4.617993162415937,4.397081807847412,4.311656938937374,4.465777965689351,4.786961482175026,4.519595549352863,4.732411376946544,4.71897114190349,4.402907254513403
47,5.94612010402933,6.163442034544377,6.7014156928119935,6.186562401907429,6.024416691022824,6.147312657826738,6.493196779834437,5.763968799233723,6.0621687992433255,5.8892074062330995,6.149068436367423,5.990612341216899,5.841772802602703,6.161912310808824,5.850300178237877,6.351359135064267,5.9019450462961665,6.641796980886181,6.583841852146046,5.689693712824374
48,4.461929686411418,4.415549425212312,4.255755951846965,4.743551403026752,4.519215558834766,4.423396346635236,4.9477752790387495,4.445219692358881,4.814548878024486,4.68785490020139,4.525242743034461,4.307263670528513,4.4207800916338424,4.498705565494691,4.217896679713945,4.588482651576392,4.497405358193458,4.340153718215906,4.530557795228512,4.388580082127952
49,5.8840907453543885,5.745093652907821,6.229873944041312,6.0544293064580135,5.796305124663206,6.226879447040771,6.313607249418851,6.086797896358492,5.699154786643934,5.991088237343687,6.048417361092501,6.057824135105582,5.893582463539959,6.082365553771043,6.152336479131402,5.974698709074,6.206469698315237,5.9016815048555635,6.20005309008155,6.00229891592112
50,7.030350625545102,7.41316796966341,7.179016078088955,7.357130840760434,7.439017599729638,7.615729856526661,7.5904426144170145,7.374268250956126,7.281969961294713,7.502948032836822,7.45866145797751,7.478911394065605,7.307347505508597,7.467049745310178,7.276393579495056,7.479387060142104,7.280355417514408,7.52009868551008,7.252464185871702,7.463973481102722
51,6.862208044344578,7.217449437461237,6.948072737922557,6.927404371675744,7.490916936795762,7.330333004438009,7.303624506327891,7.293846529947907,7.313090096289467,7.3458798292044065,7.008227457461929,7.141522775977139,7.1482161669761,6.8935828974774696,7.1823338256339,7.4805193764968045,6.741719169236453,6.917326996401204,7.187851163660485,7.272563240420847
52,6.714267426639647,6.533237045188049,7.042767997313727,6.798309682045957,7.086227336101501,6.8937745387680955,7.015247818507715,6.913316941890095,6.80491748164728,6.9309033533081,6.8542083684352635,6.962127240019152,6.744782571888759,6.980894524526185,6.795613068938466,6.852372679807351,6.859790040051186,6.73798205440137,6.506103018851563,6.765910446829558
53,7.852407746549689,7.452740284226728,8.11827784482369,7.723743487505717,7.849281271305289,7.746534099639916,8.23797350441693,7.335409326914979,7.459586735676543,7.547364305944947,7.5283764792181005,7.956103309549124,7.705805235453688,7.660550252176577,7.522160367050647,7.839037866718194,7.5225108346387435,7.86860452904084,7.698430556718743,7.518804491913013
54,5.308778209483666,5.384107904296637,5.133123273668229,4.886869780461324,5.629631197307659,5.379960484124529,5.143307272148422,5.588944523152049,5.289173428102577,5.122889780027996,5.2929576055523775,5.2193595953480045,5.419774271439129,4.981756806224984,4.984397719596449,5.88267884392148,5.03984124905938,5.230592631263223,5.2066420437316125,4.947819519801248
55,6.853921300935962,6.624921802504145,6.493659611617499,6.5135949775075135,6.531851669078129,6.454369951174579,6.6217343893228895,6.422509736490204,6.567913634409849,6.507385260634404,6.312980271690618,6.559521471888877,6.588868856487657,6.236152386215458,6.436460507771453,6.549429310851027,6.491276102559296,6.318406933524482,6.1756402439152325,6.542008697309697
56,7.779021182466407,7.608691105874765,7.881099436041287,8.000384197503957,8.195073976363016,7.907170407271695,7.7942514320249785,7.846020672006823,8.127524777207466,7.396359412866586,8.145935834153242,7.763894683844293,8.535095475057538,7.981738960319323,7.517745513987221,7.643894469464342,7.373292860719944,7.82550945205624,8.336140879483075,8.070533371569075
57,7.172864194938277,6.852144421755758,6.619200292629115,7.040330644430851,6.696138447032492,7.035540522325335,7.350752118622546,7.028521822100083,6.611545319846828,7.039002505581587,6.9746884678787175,6.934246947057348,6.89410305501071,7.003079688978455,6.742707766552492,6.9031260496644995,7.246569469109087,6.823882765318872,6.945950340053158,6.823346746770938
58,6.132106433765847,6.31641871293096,6.41044139304155,6.19224780651345,6.506978227353546,6.184233159013845,6.347688355958008,6.0539346143728,5.849270266670171,6.427424688054581,6.353178460804251,6.190240411824211,6.138611494228451,6.430441440679254,5.880437774614661,6.4030947690279145,6.534522796786279,6.25784636237122,6.108032347357433,5.75544647071682
59,7.591496200631029,7.654912724398045,7.676126917593402,7.752255727097114,7.751375110361791,7.78725927269333,7.644024881193788,7.697376545907527,7.534449746398975,7.726377496652264,8.063542068313708,8.087379897573452,8.360371369960284,7.732961668813145,7.772991559338267,7.741450708947259,7.786568219895383,7.6346252774008345,7.605836346980709,7.66303211917217
60,3.5412317213071955,3.5878361715952583,3.5441627561462203,3.647710965900536,3.198745622583653,3.8620464390656064,3.922042790146835,3.3593305819430874,3.1369191269091,3.472360993877326,3.579914022306756,3.313447344207246,3.4786141179885934,3.6576629765735884,3.5331521720890064,3.5311792740121746,3.4687908822222893,3.6578789882155966,3.497550215672078,3.9753112162891275
61,7.154935498225134,7.252982338590922,6.911667142649861,6.92561711381599,7.401481461630079,7.363777490578007,6.884114944950615,7.234041903387955,7.4336367341018725,7.286040738952481,7.149996737335918,7.359880045913878,7.311326115386226,6.9418463705886335,6.87297508663058,6.694972291978342,7.060756678322755,7.430137436118442,7.281958163658733,7.13989440083404
62,7.237680588450529,6.813442041140235,7.328408172871896,6.707900893731554,6.995317053509616,6.913271585988609,6.930441529560088,7.028968365080622,7.047761512382076,7.402151063320102,6.6209097251035605,6.9231710395538855,7.107603840138186,7.032328259951452,6.937616568891379,6.723379844818724,7.014539906812784,7.245172074851341,6.948443874494236,7.1441197600021
63,4.479590471285135,4.48175933726486,4.709258662584968,4.421413864237969,4.579234086503322,4.579744829169115,4.474995083645945,4.240074918453736,4.5781863731462416,4.407571943863837,4.310287651873871,4.6384637712429875,4.5587668336039435,4.32636610832245,4.113660555336355,4.408582601285004,4.229498960527062,4.784701432224436,4.401927572788555,4.437376243793977
